CVE_ID,Tactics,ctatype,ctiscore,cvss,ttpID
CVE-2018-14839,Exfiltration,Cybercrime,2,7.5,T1550
CVE-2018-13383,Exfiltration,Cybercrime,2,4.3,T1027
CVE-2018-13382,Impact,Cybercrime,2,5,T1041
CVE-2018-13379,Execution,Cybercrime,2,5,T1041
CVE-2018-13374,Privilege Escalation,Cybercrime,2,4,T1068
CVE-2018-1273,Initial Access,Cybercrime,2,7.5,T1190
CVE-2018-11776,Privilege Escalation,Cybercrime,2,9.3,T1068
CVE-2018-11138,Initial Access,Cybercrime,2,10,T1190
CVE-2018-1000861,Defense Evasion,Cybercrime,2,10,T1223
CVE-2018-0824,Execution,Cybercrime,2,5.1,T1203
CVE-2018-0296,Execution,Cybercrime,2,5,T1203
CVE-2018-0175,Execution,Cybercrime,2,7.9,T1203
CVE-2018-0174,Privilege Escalation,Cybercrime,2,7.8,T1068
CVE-2018-0173,Privilege Escalation,Cybercrime,2,7.8,T1068
CVE-2018-0172,Privilege Escalation,Cybercrime,2,7.8,T1068
CVE-2018-0171,Initial Access,Cybercrime,2,10,T1190
CVE-2018-0167,Initial Access,Cybercrime,2,8.3,T1190
CVE-2018-0159,Execution,Cybercrime,2,7.8,T1203
CVE-2018-0158,Execution,Cybercrime,2,7.8,T1059
CVE-2018-0156,Execution,Cybercrime,2,7.8,T1059
CVE-2018-0155,Impact,Cybercrime,2,7.8,T1486
CVE-2018-0151,Impact,Cybercrime,2,10,T1486
CVE-2018-0147,Impact,Cybercrime,2,10,T1486
CVE-2018-0125,Impact,Cybercrime,2,10,T1486
CVE-2017-9841,Initial Access,Cybercrime,2,7.5,T1133
CVE-2017-9822,Persistence,Cybercrime,2,6.5,T1133
CVE-2017-9805,Initial Access,Cybercrime,2,6.8,T1133
CVE-2017-8759,Persistence,Cybercrime,2,9.3,T1133
CVE-2017-8625,Collection,Cybercrime,2,6.8,T1005
CVE-2017-8543,Discovery,Cybercrime,2,10,T1087
CVE-2017-8540,Discovery,Cybercrime,2,9.3,T1087
CVE-2017-8291,Discovery,Cybercrime,2,6.8,T1083
CVE-2017-7269,Discovery,Cybercrime,2,10,T1083
CVE-2017-6862,Defense Evasion,Cybercrime,2,7.5,T1562
CVE-2017-6743,Persistence,Cybercrime,2,9,T1574
CVE-2017-6742,Privilege Escalation,Cybercrime,2,9,T1574
CVE-2017-6740,Defense Evasion,Cybercrime,2,9,T1574
CVE-2017-6739,Persistence,Cybercrime,2,9,T1574
CVE-2017-6738,Privilege Escalation,Cybercrime,2,9,T1574
CVE-2017-6737,Defense Evasion,Cybercrime,2,9,T1574
CVE-2017-6736,Initial Access,Cybercrime,2,9,T1195
CVE-2017-6627,Privilege Escalation,Cybercrime,2,5,T1134
CVE-2017-6334,Defense Evasion,Cybercrime,2,9,T1134
CVE-2017-6327,Defense Evasion,Cybercrime,2,6.5,T1140
CVE-2017-6316,Defense Evasion,Cybercrime,2,10,T1036
CVE-2017-6077,Defense Evasion,Cybercrime,2,10,T1036
CVE-2017-5521,Defense Evasion,Cybercrime,2,4.3,T1036
CVE-2017-5070,Execution,Cybercrime,2,6.8,T1569
CVE-2017-5030,Execution,Cybercrime,2,6.8,T1569
CVE-2017-3881,Execution,Cybercrime,2,10,T1569
CVE-2017-3066,Defense Evasion,Cybercrime,2,7.5,T1070
CVE-2017-18362,Command and Control,Cybercrime,2,7.5,T1105
CVE-2017-17562,Initial Access,Cybercrime,2,6.8,T1190
CVE-2017-12637,Initial Access,Cybercrime,2,5,T1190
CVE-2017-12617,Execution,Cybercrime,2,6.8,T1203
CVE-2017-12615,Execution,Cybercrime,2,6.8,T1059
CVE-2017-12319,Privilege Escalation,Cybercrime,2,7.1,T1068
CVE-2017-12240,Privilege Escalation,Cybercrime,2,10,T1068
CVE-2017-12237,Lateral Movement,Cybercrime,2,7.8,T1210
CVE-2017-12235,Initial Access,Cybercrime,2,7.8,T1133
CVE-2017-12234,Persistence,Cybercrime,2,7.8,T1133
CVE-2017-12233,Lateral Movement,Cybercrime,2,7.8,T1021
CVE-2017-12149,Discovery,Cybercrime,2,7.5,T1082
CVE-2017-11357,Execution,Cybercrime,2,7.5,T1569
CVE-2017-11317,Privilege Escalation,Cybercrime,2,7.5,T1055
CVE-2017-11292,Defense Evasion,Cybercrime,2,6.5,T1055
CVE-2017-1000486,Privilege Escalation,Cybercrime,2,7.5,T1134
CVE-2017-1000253,Defense Evasion,Cybercrime,2,7.2,T1134
CVE-2017-0263,Defense Evasion,Cybercrime,2,7.2,T1112
CVE-2017-0261,Privilege Escalation,Cybercrime,2,9.3,T1499
CVE-2017-0222,Defense Evasion,Cybercrime,2,7.6,T1203
CVE-2017-0176,Defense Evasion,Cybercrime,2,9.3,T1203
CVE-2017-0149,Execution,Cybercrime,2,7.6,T1068
CVE-2017-0148,Privilege Escalation,Cybercrime,2,9.3,T1203
CVE-2017-0147,Privilege Escalation,Cybercrime,2,4.3,T1005
CVE-2017-0146,Privilege Escalation,Cybercrime,2,9.3,T1087
CVE-2017-0145,Privilege Escalation,Cybercrime,2,9.3,T1083
CVE-2017-0144,Defense Evasion,Cybercrime,2,9.3,T1574
CVE-2017-0143,Persistence,Cybercrime,2,9.3,T1574
CVE-2017-0101,Privilege Escalation,Cybercrime,2,6.8,T1574
CVE-2017-0059,Defense Evasion,Cybercrime,2,4.3,T1134
CVE-2017-0037,Initial Access,Cybercrime,2,7.6,T1134
CVE-2017-0022,Privilege Escalation,Cybercrime,2,4.3,T1036
CVE-2017-0005,Defense Evasion,Cybercrime,2,6.9,T1569
CVE-2016-9563,Execution,Cybercrime,2,6,T1569
CVE-2016-9079,Defense Evasion,Cybercrime,2,5,T1203
CVE-2016-8735,Defense Evasion,Cybercrime,2,7.5,T1068
CVE-2016-8562,Privilege Escalation,Cybercrime,2,3.5,T1055
CVE-2016-7855,Defense Evasion,Cybercrime,2,9.3,T1055
CVE-2016-7201,Persistence,Cybercrime,2,7.6,T1134
CVE-2016-7200,Privilege Escalation,Cybercrime,2,7.6,T1134
CVE-2016-7193,Defense Evasion,Cybercrime,2,9.3,T1112
CVE-2016-6483,Persistence,Cybercrime,2,5,T1562
CVE-2016-6366,Privilege Escalation,Cybercrime,2,8.5,T1574
CVE-2016-6277,Defense Evasion,Cybercrime,2,9.3,T1574
CVE-2016-5198,Initial Access,Cybercrime,2,6.8,T1574
CVE-2016-5195,Privilege Escalation,Cybercrime,2,7.2,T1574
CVE-2016-4657,Defense Evasion,Cybercrime,2,6.8,T1574
CVE-2016-4656,Defense Evasion,Cybercrime,2,9.3,T1574
CVE-2016-4655,Defense Evasion,Cybercrime,2,7.1,T1195
CVE-2016-4523,Defense Evasion,Cybercrime,2,5,T1134
CVE-2016-4437,Defense Evasion,Cybercrime,2,6.8,T1134
CVE-2016-4340,Execution,Cybercrime,2,6.5,T1140
CVE-2016-1646,Execution,Cybercrime,2,9.3,T1036
CVE-2016-1555,Execution,Cybercrime,2,10,T1036
CVE-2016-1010,Defense Evasion,Cybercrime,2,10,T1036
CVE-2016-0752,Command and Control,Cybercrime,2,5,T1569
CVE-2016-0189,Initial Access,Cybercrime,2,7.6,T1569
CVE-2016-0167,Initial Access,Cybercrime,2,7.2,T1569
CVE-2016-0165,Defense Evasion,Cybercrime,2,7.2,T1070
CVE-2016-0162,Persistence,Cybercrime,2,4.3,T1105
CVE-2016-0151,Privilege Escalation,Cybercrime,2,7.2,T1190
CVE-2016-0040,Defense Evasion,Cybercrime,2,7.2,T1190
CVE-2016-0034,Persistence,Cybercrime,2,9.3,T1070
CVE-2015-8651,Privilege Escalation,Cybercrime,2,9.3,T1105
CVE-2015-7450,Defense Evasion,Cybercrime,2,10,T1190
CVE-2015-6175,Initial Access,Cybercrime,2,7.2,T1190
CVE-2015-5374,Privilege Escalation,Cybercrime,2,7.8,T1203
CVE-2015-5317,Defense Evasion,Cybercrime,2,5,T1059
CVE-2015-5123,Defense Evasion,Cybercrime,2,10,T1068
CVE-2015-5119,Defense Evasion,Cybercrime,2,10,T1068
CVE-2015-4852,Defense Evasion,Cybercrime,2,7.5,T1210
CVE-2015-4495,Defense Evasion,Cybercrime,2,4.3,T1133
CVE-2015-4068,Execution,Cybercrime,2,9.4,T1133
CVE-2015-3113,Execution,Cybercrime,2,10,T1021
CVE-2015-3035,Execution,Cybercrime,2,7.8,T1082
CVE-2015-2546,Defense Evasion,Cybercrime,2,6.9,T1569
CVE-2015-2545,Command and Control,Cybercrime,2,9.3,T1055
CVE-2015-2502,Initial Access,Cybercrime,2,9.3,T1055
CVE-2015-2426,Initial Access,Cybercrime,2,9.3,T1134
CVE-2015-2425,Execution,Cybercrime,2,9.3,T1068
CVE-2015-2424,Privilege Escalation,Cybercrime,2,9.3,T1203
CVE-2015-2419,Privilege Escalation,Cybercrime,2,9.3,T1005
CVE-2015-2387,Privilege Escalation,Cybercrime,2,7.2,T1087
CVE-2015-2360,Privilege Escalation,Cybercrime,2,7.2,T1083
CVE-2015-2291,Defense Evasion,Cybercrime,2,7.2,T1574
CVE-2015-2051,Persistence,Cybercrime,2,10,T1574
CVE-2015-1770,Privilege Escalation,Cybercrime,2,9.3,T1574
CVE-2015-1769,Defense Evasion,Cybercrime,2,7.2,T1134
CVE-2015-1701,Initial Access,Cybercrime,2,7.2,T1134
CVE-2015-1671,Privilege Escalation,Cybercrime,2,9.3,T1036
CVE-2015-1642,Defense Evasion,Cybercrime,2,9.3,T1569
CVE-2015-1635,Execution,Cybercrime,2,10,T1569
CVE-2015-1427,Defense Evasion,Cybercrime,2,7.5,T1203
CVE-2015-1187,Defense Evasion,Cybercrime,2,10,T1068
CVE-2015-1130,Privilege Escalation,Cybercrime,2,7.2,T1055
CVE-2015-0666,Defense Evasion,Cybercrime,2,7.8,T1055
CVE-2015-0310,Persistence,Cybercrime,2,10,T1134
CVE-2015-0071,Privilege Escalation,Cybercrime,2,4.3,T1134
CVE-2015-0016,Defense Evasion,Cybercrime,2,9.3,T1112
